,nome,ratio,gênero_real,gênero_predito
25088,emelin,1.0,0,1
77753,thalessa,1.0,0,1
92534,loidia,1.0,0,1
57694,marizia,1.0,0,1
71513,rosidelia,1.0,0,1
41732,janisleide,1.0,0,1
37083,idalma,1.0,0,1
34288,greicyane,1.0,0,1
76429,tafinis,1.0,0,1
24110,elisena,1.0,0,1
49339,keroly,1.0,0,1
23009,eldenice,1.0,0,1
83252,welita,1.0,0,1
24626,eloha,1.0,0,1
34197,graucilene,1.0,0,1
48550,katiuscy,1.0,0,1
97704,egnez,1.0,0,1
60014,miriene,1.0,0,1
10683,carlucia,1.0,0,1
47260,jumaria,1.0,0,1
27263,eudania,1.0,0,1
92545,ileci,1.0,0,1
35221,helena,0.997337935432282,0,1
14581,crisalia,1.0,0,1
89155,ekaine,1.0,0,1
57922,marluz,0.7239583333333334,0,1
41604,janicele,1.0,0,1
88966,germa,1.0,0,1
96029,cleode,1.0,0,1
68239,raquelaine,1.0,0,1
47027,julcineia,1.0,0,1
44602,joerlane,1.0,0,1
15645,daniellen,1.0,0,1
58689,mayara,0.9962038973320724,0,1
58825,mazete,1.0,0,1
50619,lande,0.5076923076923077,0,1
16366,deanne,1.0,0,1
84775,yhasmin,1.0,0,1
50900,laudicleia,1.0,0,1
61814,natilla,1.0,0,1
49259,kerica,1.0,0,1
46678,jucelena,1.0,0,1
31931,getulina,1.0,0,1
52592,lianor,1.0,0,1
77394,telmira,1.0,0,1
61476,nariani,1.0,0,1
57919,marluse,1.0,0,1
77772,thalisse,1.0,0,1
88052,palmeira,1.0,0,1
17334,denisiele,1.0,0,1
32828,ginalva,1.0,0,1
48182,kariele,1.0,0,1
55932,mai,0.6754966887417219,0,1
74506,sildete,0.9587242026266416,0,1
97817,keleane,1.0,0,1
28511,fabielen,1.0,0,1
43110,jesliane,1.0,0,1
59422,micaella,1.0,0,1
47296,juniar,1.0,0,1
10413,camiliane,1.0,0,1
93,abeniza,1.0,0,1
94524,hinda,1.0,0,1
66516,paila,1.0,0,1
25719,eolita,1.0,0,1
46312,jovanka,1.0,0,1
100781,jocikeli,1.0,0,1
41551,janelma,1.0,0,1
30331,geciana,1.0,0,1
16216,davyla,1.0,0,1
33738,gleisiani,1.0,0,1
75862,suema,1.0,0,1
90218,gosiane,1.0,0,1
13354,cleire,0.9696969696969696,0,1
98699,kevelim,0.8532608695652174,0,1
25842,ercelina,1.0,0,1
73197,santelma,1.0,0,1
85431,zenith,0.9571106094808126,0,1
23748,eliet,1.0,0,1
75197,sivonia,1.0,0,1
43539,jhordana,1.0,0,1
24415,elizene,1.0,0,1
58554,mavis,1.0,0,1
71632,rosimayre,1.0,0,1
16574,deiselaine,1.0,0,1
99721,maliane,1.0,0,1
17861,deuselena,1.0,0,1
21662,edineiva,1.0,0,1
40379,izoete,1.0,0,1
35634,henila,1.0,0,1
29890,franeide,1.0,0,1
76780,tamia,1.0,0,1
7572,arizelia,1.0,0,1
4940,alyssia,1.0,0,1
84976,yuara,1.0,0,1
33490,glaudiane,1.0,0,1
9581,benuzia,1.0,0,1
93074,leonore,1.0,0,1
57067,maridete,1.0,0,1
39979,ivelin,1.0,0,1
40461,jacenira,1.0,0,1
77827,thamile,1.0,0,1
1934,aduzinda,1.0,0,1
63483,nilda,0.9975705769879654,0,1
53838,loislaine,1.0,0,1
1250,adey,1.0,0,1
71813,rossane,1.0,0,1
695,adeides,0.6901408450704225,0,1
90428,thafne,1.0,0,1
63820,nitchelly,1.0,0,1
76549,taines,1.0,0,1
75770,sueid,1.0,0,1
55282,luyla,1.0,0,1
45561,joseisa,1.0,0,1
81001,vanie,0.6129032258064516,0,1
428,adailva,1.0,0,1
23573,eliclecia,1.0,0,1
82141,vonice,1.0,0,1
617,adarlete,1.0,0,1
81651,vick,0.813953488372093,0,1
62665,nercia,1.0,0,1
74083,sherlly,1.0,0,1
36408,hisis,1.0,0,1
65218,onedia,1.0,0,1
48812,keiciele,1.0,0,1
25029,elzivane,1.0,0,1
46445,joys,1.0,0,1
46136,jossandra,1.0,0,1
22849,elangela,1.0,0,1
51047,lauricea,1.0,0,1
5160,amarita,1.0,0,1
38744,irenilza,1.0,0,1
37394,idivane,1.0,0,1
20541,dulsineia,1.0,0,1
12922,claurice,1.0,0,1
41830,janys,1.0,0,1
12447,claricy,1.0,0,1
14672,crismaria,1.0,0,1
34086,graciene,1.0,0,1
24625,eloete,1.0,0,1
14925,cyra,1.0,0,1
28341,excelsa,1.0,0,1
76265,suzineia,1.0,0,1
165,abiqueila,1.0,0,1
43265,jeucilene,1.0,0,1
13124,cledionice,1.0,0,1
59886,miradalva,1.0,0,1
58996,meissa,1.0,0,1
43082,jesika,1.0,0,1
61682,nataniely,1.0,0,1
100492,gucilene,1.0,0,1
14064,cliciele,1.0,0,1
2838,albanisa,1.0,0,1
56022,maikieli,1.0,0,1
37690,ildejane,1.0,0,1
67964,ramilia,1.0,0,1
8451,auderice,1.0,0,1
46908,juddy,1.0,0,1
75820,sueliane,1.0,0,1
85489,zezi,1.0,0,1
72910,samina,1.0,0,1
11854,ciane,1.0,0,1
36941,iasmine,1.0,0,1
77328,tecilha,1.0,0,1
80255,valmeres,1.0,0,1
6706,antonielli,1.0,0,1
56296,malucia,1.0,0,1
60399,monielli,1.0,0,1
62035,naziana,1.0,0,1
62369,nelcicleia,1.0,0,1
76177,suzanilda,1.0,0,1
86924,jiliene,1.0,0,1
97784,rocleia,1.0,0,1
79149,ulliane,1.0,0,1
64886,ohanna,1.0,0,1
61990,nayre,1.0,0,1
86872,iulina,1.0,0,1
47976,kalani,0.55,0,1
50455,laiena,1.0,0,1
34177,grasiele,0.9960297036982576,0,1
25238,emmanoela,1.0,0,1
36919,iarlete,1.0,0,1
62812,nete,1.0,0,1
62876,neudirene,1.0,0,1
18055,deuzolina,1.0,0,1
77146,tatine,1.0,0,1
80996,vanicleia,1.0,0,1
88996,kimi,0.8191489361702128,0,1
55482,lyane,1.0,0,1
48423,katharine,1.0,0,1
43293,jeyciane,1.0,0,1
31774,gesiely,1.0,0,1
87190,caterin,1.0,0,1
19287,dionizia,1.0,0,1
24441,eliziane,0.9965753424657534,0,1
25847,erciana,1.0,0,1
93496,grici,1.0,0,1
38680,irasi,0.9662058371735792,0,1
63933,niziele,1.0,0,1
5233,amelisa,1.0,0,1
25084,emeliana,1.0,0,1
6623,ansila,1.0,0,1
19527,divacy,1.0,0,1
21176,edevirges,1.0,0,1
90875,domilia,1.0,0,1
76766,tamar,0.7030456852791879,0,1
64763,odinelza,1.0,0,1
6466,animari,1.0,0,1
40253,izani,0.9022801302931596,0,1
38817,irineuda,1.0,0,1
41696,janily,1.0,0,1
78024,thaylline,1.0,0,1
8876,ava,1.0,0,1
37731,ildeny,1.0,0,1
29283,florzinha,1.0,0,1
29726,francira,1.0,0,1
5319,amirtes,1.0,0,1
38054,imna,1.0,0,1
28889,ferminia,1.0,0,1
7099,arele,1.0,0,1
26603,eronete,1.0,0,1
7342,arilena,1.0,0,1
18975,dinailda,1.0,0,1
60029,mirinha,1.0,0,1
47316,juniely,1.0,0,1
33257,givone,1.0,0,1
26789,esione,1.0,0,1
14484,crenilza,1.0,0,1
68879,reiziane,1.0,0,1
27050,esthella,1.0,0,1
58920,meirelane,1.0,0,1
45270,jorgeth,1.0,0,1
18823,dilene,0.9942168674698796,0,1
5124,amaraline,1.0,0,1
70624,romerita,1.0,0,1
23091,eleanir,1.0,0,1
81328,venice,0.9107692307692308,0,1
13380,cleisse,1.0,0,1
98332,crithiane,1.0,0,1
15034,dagda,1.0,0,1
51558,leidinalva,1.0,0,1
72998,sancleia,1.0,0,1
38583,iramilde,1.0,0,1
2602,akeme,1.0,0,1
75581,stefhane,1.0,0,1
18614,dieme,0.609375,0,1
52136,leonidia,1.0,0,1
9148,azenir,0.8074626865671641,0,1
64336,nyele,1.0,0,1
38122,inaura,1.0,0,1
85107,zaiara,1.0,0,1
66301,ozaida,1.0,0,1
42046,jarlania,1.0,0,1
4361,allanys,1.0,0,1
1883,adrivania,1.0,0,1
38534,iraia,1.0,0,1
43030,jerusia,1.0,0,1
54072,lorrene,1.0,0,1
8046,asla,1.0,0,1
16810,delce,1.0,0,1
59534,micileia,1.0,0,1
715,adeilza,1.0,0,1
14067,clicya,1.0,0,1
39637,itauana,1.0,0,1
23245,eleniuza,1.0,0,1
6239,anesia,0.9966295921806538,0,1
89165,vela,1.0,0,1
11146,ceilma,1.0,0,1
48532,katina,1.0,0,1
81098,vannessa,1.0,0,1
60318,mohana,1.0,0,1
44516,joelize,1.0,0,1
61478,nariele,1.0,0,1
8950,averalda,1.0,0,1
49695,keyllane,1.0,0,1
30857,gene,0.6918032786885245,0,1
68733,regislane,1.0,0,1
72653,saele,1.0,0,1
73438,schirley,1.0,0,1
50490,lainna,1.0,0,1
85293,zelidia,1.0,0,1
20451,dulceana,1.0,0,1
98840,adlina,1.0,0,1
47024,julcimara,1.0,0,1
90692,garci,0.5121951219512195,0,1
25983,eriana,1.0,0,1
38157,indiele,1.0,0,1
9357,beliene,1.0,0,1
33458,glaucinea,1.0,0,1
7221,ariana,0.996096799375488,0,1
65169,omaira,1.0,0,1
89767,kellyani,1.0,0,1
57180,marilaque,1.0,0,1
20403,duciene,1.0,0,1
7483,aristela,1.0,0,1
57408,marinez,0.9966551893753074,0,1
53682,lizianne,1.0,0,1
98123,ketein,1.0,0,1
71092,rosalira,1.0,0,1
35256,helenita,1.0,0,1
66799,percilia,1.0,0,1
43136,jesseane,1.0,0,1
33825,glessia,1.0,0,1
62986,neusimara,1.0,0,1
71580,rosileide,0.9970057163596768,0,1
86648,hidalina,1.0,0,1
48653,kauanne,1.0,0,1
55370,luzidete,1.0,0,1
93125,adleia,1.0,0,1
38860,irismara,1.0,0,1
2057,afrania,1.0,0,1
86126,alivina,1.0,0,1
2558,aitala,1.0,0,1
55294,luzamira,1.0,0,1
97859,soia,1.0,0,1
38091,inaina,1.0,0,1
40256,izanil,0.6082474226804123,0,1
63406,nilaide,1.0,0,1
24619,elody,1.0,0,1
80039,valdiria,1.0,0,1
75627,stephanye,1.0,0,1
11868,cibelly,1.0,0,1
60383,monica,0.9970185848085128,0,1
59465,micheila,1.0,0,1
73875,severia,1.0,0,1
26724,erzeli,1.0,0,1
72608,sabrynna,1.0,0,1
65569,orinete,1.0,0,1
17913,deusimara,1.0,0,1
59320,merivan,0.6816143497757847,0,1
96057,khaylane,1.0,0,1
75072,sirlane,0.979478409576742,0,1
20989,edelweiss,1.0,0,1
57614,mariucha,1.0,0,1
51211,layce,1.0,0,1
20759,ecione,0.6819787985865724,0,1
2977,albilene,1.0,0,1
22991,eldaci,1.0,0,1
85676,zirlandia,1.0,0,1
18835,dilete,1.0,0,1
94866,eulaide,1.0,0,1
94521,gedilsa,1.0,0,1
77397,telna,1.0,0,1
19089,dinoelia,1.0,0,1
90860,iste,1.0,0,1
80404,valsirene,1.0,0,1
63312,nidiana,1.0,0,1
20780,eclezia,1.0,0,1
4931,alyne,1.0,0,1
35474,heloides,1.0,0,1
9793,bhrenda,1.0,0,1
91226,anal,1.0,0,1
75959,sulaine,1.0,0,1
49327,kerolin,1.0,0,1
45989,josimeira,1.0,0,1
28568,fabriciele,1.0,0,1
36936,iaslane,1.0,0,1
99102,zolaide,1.0,0,1
13318,cleilde,1.0,0,1
14678,crisna,1.0,0,1
3955,alesxandra,1.0,0,1
92947,aandreia,1.0,0,1
23373,elexsandra,1.0,0,1
24154,elislangela,1.0,0,1
82873,wani,0.8868501529051988,0,1
69056,reneida,1.0,0,1
31529,gerlina,1.0,0,1
1417,adinailda,1.0,0,1
6522,anizabel,1.0,0,1
20992,edelza,1.0,0,1
46571,juana,1.0,0,1
81870,vinete,1.0,0,1
37087,idalmira,1.0,0,1
100415,jardele,1.0,0,1
68232,raphaelly,1.0,0,1
48467,kathlein,1.0,0,1
90315,lucidala,1.0,0,1
21791,edirene,1.0,0,1
71296,roselle,1.0,0,1
39390,isnelda,1.0,0,1
63575,nilsete,1.0,0,1
6039,andriara,1.0,0,1
76894,tanila,1.0,0,1
45818,josevete,1.0,0,1
84885,yorrana,1.0,0,1
23887,elinaria,1.0,0,1
37228,idelvina,1.0,0,1
85569,zildeni,1.0,0,1
25531,enicleide,1.0,0,1
2511,airina,1.0,0,1
68537,rayslane,1.0,0,1
38145,indhira,1.0,0,1
79627,valdelisia,1.0,0,1
71240,roselaine,0.9974201685489882,0,1
91031,iudener,1.0,0,1
84992,yukiko,1.0,0,1
77620,thaciany,1.0,0,1
59562,miclecia,1.0,0,1
8435,audeneide,1.0,0,1
20755,ecimara,1.0,0,1
41653,janieri,0.8024691358024691,0,1
41200,jamele,0.5145631067961165,0,1
15196,daiva,1.0,0,1
40925,jailse,1.0,0,1
86057,elesia,1.0,0,1
65644,orlanilda,1.0,0,1
59890,miraides,1.0,0,1
90494,valdeila,1.0,0,1
8085,assucena,1.0,0,1
64050,noenir,1.0,0,1
52281,leridiane,1.0,0,1
47917,kaili,1.0,0,1
12449,claridina,1.0,0,1
33396,glasieli,1.0,0,1
89780,delsinete,1.0,0,1
16301,dayselane,1.0,0,1
60406,monikele,1.0,0,1
5484,anaice,1.0,0,1
57289,mariluci,0.9951888381044022,0,1
33814,gleonice,1.0,0,1
60575,mrilza,1.0,0,1
21321,edieme,1.0,0,1
87259,sidya,1.0,0,1
96456,jelsina,1.0,0,1
10518,carinna,1.0,0,1
20216,dorlinda,1.0,0,1
99843,catiusse,1.0,0,1
95001,mardile,1.0,0,1
813,adeles,1.0,0,1
38666,irany,0.8752535496957403,0,1
13728,clery,0.831081081081081,0,1
89251,neydi,1.0,0,1
33632,gleiciele,1.0,0,1
2694,alaides,0.9102290076335878,0,1
54032,lorivane,1.0,0,1
69017,renara,1.0,0,1
34961,havyla,1.0,0,1
62978,neusiana,1.0,0,1
24498,elle,1.0,0,1
81759,vildete,1.0,0,1
24854,elvany,1.0,0,1
30487,geicielly,1.0,0,1
77815,thamares,1.0,0,1
17649,derlita,1.0,0,1
31484,gerivania,1.0,0,1
28823,felisa,1.0,0,1
20110,doriani,1.0,0,1
53500,lisis,1.0,0,1
56095,maione,0.660245183887916,0,1
98918,yoco,1.0,0,1
96621,nildi,1.0,0,1
12396,claldina,1.0,0,1
7135,aresia,1.0,0,1
6299,angelis,0.8755020080321285,0,1
58203,maryella,1.0,0,1
71042,rosadalia,1.0,0,1
41465,jandira,0.9971183075328144,0,1
28037,evela,1.0,0,1
38413,ionici,1.0,0,1
75173,sivani,0.7947761194029851,0,1
23996,elioni,0.5944055944055944,0,1
83362,welta,1.0,0,1
84226,wilne,1.0,0,1
77956,thatila,1.0,0,1
31122,gentile,0.6487804878048781,0,1
15047,dagmar,0.8712770862148456,0,1
33339,gladir,0.7027027027027027,0,1
29552,francileia,1.0,0,1
14866,crizia,1.0,0,1
30427,gedilene,1.0,0,1
61165,nairele,1.0,0,1
87622,kesa,1.0,0,1
18160,deyde,1.0,0,1
71814,rossani,1.0,0,1
20370,duana,1.0,0,1
41885,jaquilene,1.0,0,1
17997,deuzelia,1.0,0,1
53793,lohuama,1.0,0,1
94364,alaite,1.0,0,1
12759,claudimeire,1.0,0,1
48985,kelismar,0.5432098765432098,0,1
59997,mirianne,1.0,0,1
34219,graziely,1.0,0,1
37859,ilisangela,1.0,0,1
82769,wanderlaine,1.0,0,1
76018,sulla,1.0,0,1
13190,cleiciara,1.0,0,1
46525,jozilaine,1.0,0,1
21796,edirlandia,1.0,0,1
29316,fraci,0.6888888888888889,0,1
79740,valdenusa,1.0,0,1
95755,leiuma,1.0,0,1
65484,orencia,1.0,0,1
16472,deiane,1.0,0,1
25400,enede,1.0,0,1
95882,jennifr,1.0,0,1
93346,geiovanna,1.0,0,1
76326,syria,1.0,0,1
73862,setsuko,1.0,0,1
86973,carlieli,1.0,0,1
94742,evyli,1.0,0,1
89226,juice,1.0,0,1
10991,catielen,1.0,0,1
39512,itacira,1.0,0,1
75795,suelci,0.7698412698412699,0,1
85921,cenize,1.0,0,1
74013,shaylane,1.0,0,1
4045,alexsonia,1.0,0,1
82031,vivani,1.0,0,1
32119,gicarla,1.0,0,1
24912,elydia,1.0,0,1
60143,misilene,1.0,0,1
50528,laisiane,1.0,0,1
85141,zakia,1.0,0,1
54337,lucelaine,1.0,0,1
68009,ramonia,1.0,0,1
50725,larieli,1.0,0,1
53893,lorany,1.0,0,1
99654,carolinhe,1.0,0,1
5418,anacris,1.0,0,1
97603,santulina,1.0,0,1
60210,mitian,1.0,0,1
68726,regirene,1.0,0,1
74047,shelida,1.0,0,1
8043,asia,1.0,0,1
99854,ivaneilde,1.0,0,1
52279,lerice,1.0,0,1
31183,geonete,1.0,0,1
73300,saskya,1.0,0,1
7067,arculana,1.0,0,1
18935,dimaura,1.0,0,1
33334,gladimar,0.5,0,1
45120,jorana,1.0,0,1
23967,eliomara,1.0,0,1
77168,tatyelle,1.0,0,1
14951,daciara,1.0,0,1
27773,euzani,1.0,0,1
56478,maranubia,1.0,0,1
91004,susaneide,1.0,0,1
1543,adjaine,1.0,0,1
91704,nilsane,1.0,0,1
39631,itatiaia,1.0,0,1
29305,fostina,1.0,0,1
93271,caleane,1.0,0,1
29512,franciesca,1.0,0,1
3520,aldia,1.0,0,1
34676,haina,1.0,0,1
19519,diusa,1.0,0,1
34715,halessa,1.0,0,1
65642,orlani,0.7151162790697675,0,1
61149,naini,1.0,0,1
54423,lucibete,1.0,0,1
60387,monicke,1.0,0,1
98291,lgia,1.0,0,1
51040,lauriani,1.0,0,1
27298,eudezia,1.0,0,1
57956,marnisia,1.0,0,1
68616,regeani,1.0,0,1
76159,suyenne,1.0,0,1
86172,kettilen,1.0,0,1
94537,nilvacir,1.0,0,1
74497,sildelene,1.0,0,1
33786,glena,1.0,0,1
23909,elinelma,1.0,0,1
95074,kaylainne,1.0,0,1
32679,gilsileide,1.0,0,1
50044,klelia,1.0,0,1
87745,leima,1.0,0,1
59646,mikeli,0.9769230769230768,0,1
29095,flavia,0.9954425747315138,0,1
24525,ellisa,1.0,0,1
20518,dulcineide,1.0,0,1
98446,irailsa,1.0,0,1
58653,maxsueli,1.0,0,1
71529,rosiellen,1.0,0,1
68717,reginilda,1.0,0,1
88104,zesilda,1.0,0,1
59203,merciane,1.0,0,1
63801,nislei,0.6710526315789473,0,1
54941,luiara,1.0,0,1
55711,madalene,1.0,0,1
47422,jurassi,0.6407369498464688,0,1
51132,lauriza,1.0,0,1
86078,jocedi,1.0,0,1
55765,maedna,1.0,0,1
99936,jedilene,1.0,0,1
32799,gilzelia,1.0,0,1
89642,verronica,1.0,0,1
60797,nacy,1.0,0,1
52338,lethicia,1.0,0,1
47140,juliesse,1.0,0,1
1357,adiles,0.8504056795131846,0,1
51545,leidilane,1.0,0,1
92650,bilma,1.0,0,1
7888,artemira,1.0,0,1
91342,weylla,1.0,0,1
41069,jakeliny,1.0,0,1
56883,marfizia,1.0,0,1
28550,fabiula,0.994365441373759,0,1
59838,minerva,1.0,0,1
27478,eulinete,1.0,0,1
67068,polivania,1.0,0,1
74906,sinandra,1.0,0,1
65828,osaneide,1.0,0,1
82358,waldenice,1.0,0,1
73104,sandrielle,1.0,0,1
99310,diessi,1.0,0,1
27706,euslene,1.0,0,1
18896,dilvaci,1.0,0,1
77272,taynna,1.0,0,1
65310,onirce,1.0,0,1
32317,gilcilaine,1.0,0,1
49067,kelsilene,1.0,0,1
80295,valmirete,1.0,0,1
73026,sandia,1.0,0,1
81425,verany,1.0,0,1
78343,ticiany,1.0,0,1
76352,tacianne,1.0,0,1
36114,hianne,1.0,0,1
93507,rojelma,1.0,0,1
88251,cecilha,1.0,0,1
53120,lindenir,1.0,0,1
55541,lyzia,1.0,0,1
10907,cassila,1.0,0,1
16515,deija,1.0,0,1
97529,eychila,1.0,0,1
27882,evamara,1.0,0,1
54294,luania,1.0,0,1
57109,mariely,1.0,0,1
20204,dorizete,0.7135593220338983,0,1
60610,muria,1.0,0,1
70251,rochelle,1.0,0,1
56061,mailme,1.0,0,1
15527,dame,1.0,0,1
55206,lusimeire,1.0,0,1
69869,ritamaria,1.0,0,1
83546,werica,1.0,0,1
64135,noranei,1.0,0,1
28892,fernada,0.991496290935408,0,1
2522,airlis,1.0,0,1
53058,lindalmira,1.0,0,1
24112,elisene,1.0,0,1
13463,clemi,0.7818181818181819,0,1
57730,markiane,1.0,0,1
54406,luciani,0.9671630393279878,0,1
22118,edmilsa,1.0,0,1
75978,suleide,1.0,0,1
77851,thamy,1.0,0,1
85008,yuly,1.0,0,1
2301,agripina,1.0,0,1
98184,marizam,0.5094339622641509,0,1
98445,aliine,1.0,0,1
75711,stphanie,1.0,0,1
55465,luzivania,1.0,0,1
57496,mariquinha,1.0,0,1
96535,arselina,1.0,0,1
82085,vladineia,1.0,0,1
39517,itaele,1.0,0,1
71916,rowena,1.0,0,1
46744,juciara,0.9966422196695236,0,1
12934,clausete,1.0,0,1
50416,lagila,1.0,0,1
90197,diunizia,1.0,0,1
51157,lauzenir,1.0,0,1
39896,ivanilci,1.0,0,1
75823,suelida,1.0,0,1
100284,valuiria,1.0,0,1
99069,lindenez,1.0,0,1
58167,marvia,1.0,0,1
48491,katiana,1.0,0,1
25401,enedes,1.0,0,1
75872,suemy,1.0,0,1
67104,porfiria,1.0,0,1
2407,aiessa,1.0,0,1
59667,milady,1.0,0,1
2713,alaine,0.9842050750906266,0,1
81509,verinalda,1.0,0,1
91074,francelir,1.0,0,1
44144,jocelinda,1.0,0,1
51573,leidislane,1.0,0,1
52419,leuliane,1.0,0,1
18779,dilcelia,1.0,0,1
13227,cleidenir,0.8424657534246576,0,1
40173,izaelma,1.0,0,1
44819,joisi,1.0,0,1
45871,josidalva,1.0,0,1
22250,ednia,1.0,0,1
48577,katlym,1.0,0,1
61174,nairle,1.0,0,1
86752,isanita,1.0,0,1
60696,myllene,1.0,0,1
15756,dannyelle,1.0,0,1
20638,dyessika,1.0,0,1
11951,cidileide,1.0,0,1
14922,cyntya,1.0,0,1
75688,sthephani,1.0,0,1
35867,hermelinda,1.0,0,1
92139,shariane,1.0,0,1
9125,azelir,0.6630434782608695,0,1
10188,cacia,1.0,0,1
17173,demile,1.0,0,1
93834,tavany,1.0,0,1
64276,nubilene,1.0,0,1
92991,thuyane,1.0,0,1
80894,vaneidi,1.0,0,1
71625,rosimarie,1.0,0,1
15292,daleti,1.0,0,1
92531,nildinha,1.0,0,1
33309,glaciete,1.0,0,1
49491,keticia,1.0,0,1
100161,yamili,1.0,0,1
50204,krizia,1.0,0,1
3483,alderleia,1.0,0,1
63646,nilzabeth,1.0,0,1
32459,gildete,0.9629335188313624,0,1
49952,klarissa,1.0,0,1
73234,santuzza,1.0,0,1
54585,lucilinda,1.0,0,1
36517,horaida,1.0,0,1
63401,nikolly,1.0,0,1
81961,virte,1.0,0,1
69953,rivanda,1.0,0,1
51598,leiene,1.0,0,1
30939,genete,1.0,0,1
12420,clareane,1.0,0,1
40428,jabete,1.0,0,1
71096,rosalmira,1.0,0,1
15299,dalgisa,1.0,0,1
26109,erila,1.0,0,1
40358,izildinha,1.0,0,1
67631,raiele,1.0,0,1
61964,naylane,1.0,0,1
40336,izeuda,1.0,0,1
60433,monna,1.0,0,1
73829,seroni,1.0,0,1
99450,oselaine,1.0,0,1
5661,anany,1.0,0,1
45730,josenilce,1.0,0,1
6329,angerica,1.0,0,1
3166,alcineide,0.9789156626506024,0,1
20425,ducirene,1.0,0,1
11832,chrystal,1.0,0,1
42981,jermina,1.0,0,1
16376,debhora,1.0,0,1
91530,jeisiele,1.0,0,1
61043,naiama,1.0,0,1
80420,valtecia,1.0,0,1
96678,amiriam,1.0,0,1
84614,yacha,1.0,0,1
53681,liziani,1.0,0,1
6331,angerlane,1.0,0,1
2132,agenita,1.0,0,1
93744,ashaley,1.0,0,1
20109,doriane,1.0,0,1
32326,gilcimaria,1.0,0,1
57345,marinauva,1.0,0,1
67834,raisna,1.0,0,1
54227,louvani,1.0,0,1
3468,alderisa,1.0,0,1
96864,natay,1.0,0,1
51527,leidiane,0.996283165599268,0,1
59388,meuza,1.0,0,1
47629,jusse,1.0,0,1
34585,gyslaine,1.0,0,1
1539,adjailma,1.0,0,1
90793,ketally,1.0,0,1
10832,carolline,1.0,0,1
100165,jeniuda,1.0,0,1
77265,taynah,1.0,0,1
8018,ascendina,1.0,0,1
98886,oelma,1.0,0,1
21488,ediliana,1.0,0,1
62115,nediane,1.0,0,1
77726,thaisia,1.0,0,1
31549,germana,0.9923166861533322,0,1
16288,dayr,1.0,0,1
51041,laurianne,1.0,0,1
6821,aparedida,1.0,0,1
42080,jarluce,1.0,0,1
69882,rithelle,1.0,0,1
30542,geis,0.7894736842105263,0,1
24195,elisonete,1.0,0,1
48358,kasia,1.0,0,1
45587,joselda,1.0,0,1
25526,eniceia,1.0,0,1
63880,nivaneide,1.0,0,1
55587,maceli,1.0,0,1
2427,ailde,0.908745247148289,0,1
45220,jordilene,1.0,0,1
5685,anarosa,1.0,0,1
27873,evalina,1.0,0,1
78540,toshie,1.0,0,1
85288,zeliana,1.0,0,1
45278,jorgiana,1.0,0,1
83741,wevelly,1.0,0,1
42662,jemile,1.0,0,1
85356,zenaildes,1.0,0,1
15217,daizy,1.0,0,1
28833,felismina,1.0,0,1
31371,gercilene,1.0,0,1
14469,cremilsa,1.0,0,1
8041,ashlley,1.0,0,1
66462,ozonia,1.0,0,1
78365,tiemi,1.0,0,1
7583,arla,0.8364779874213837,0,1
68584,reciere,1.0,1,0
31491,gerlande,0.7492163009404389,0,1
29010,firma,1.0,0,1
52669,liciane,1.0,0,1
14718,cristana,1.0,0,1
19119,diocina,1.0,0,1
63752,nirlandia,1.0,0,1
16113,das,0.8948497854077253,0,1
33795,glene,0.7538461538461538,0,1
69316,rhaiani,1.0,0,1
48992,kell,0.6754385964912281,0,1
56420,maquerli,1.0,0,1
34605,hadla,1.0,0,1
99754,greiciani,1.0,0,1
69585,ridamar,0.7870370370370371,0,1
87789,caria,1.0,0,1
68424,rayanne,1.0,0,1
94951,alanni,1.0,0,1
12866,claudiva,0.5154639175257731,0,1
93225,jenisia,1.0,0,1
77848,thammires,1.0,0,1
99034,gecielma,1.0,0,1
56324,manauara,1.0,0,1
37803,ilenir,1.0,0,1
58953,meirieli,1.0,0,1
28762,fayla,1.0,0,1
55866,maglaine,1.0,0,1
81518,verionice,1.0,0,1
40968,jaines,0.6666666666666666,0,1
25191,emillyn,1.0,0,1
30636,geiziana,1.0,0,1
99136,clarysse,1.0,0,1
84615,yaci,1.0,0,1
52015,leolandia,1.0,0,1
63323,niecia,1.0,0,1
5068,amaia,1.0,0,1
94952,jessineide,1.0,0,1
17787,deulice,1.0,0,1
16242,dayanna,1.0,0,1
16570,deisane,1.0,0,1
5205,amber,1.0,0,1
50322,ladislane,1.0,0,1
39543,itaiza,1.0,0,1
58792,mayrlla,1.0,0,1
29298,formozina,1.0,0,1
42836,jeonice,1.0,0,1
22067,edmacia,1.0,0,1
31689,gerti,1.0,0,1
61872,naudia,1.0,0,1
93234,diese,0.7403846153846154,0,1
3298,aldativa,1.0,0,1
20433,ducleia,1.0,0,1
2916,alberice,1.0,0,1
11178,celeci,1.0,0,1
91980,cleyci,1.0,0,1
78438,tissiana,1.0,0,1
49823,kiliana,1.0,0,1
10756,carmilene,1.0,0,1
90514,milhele,1.0,0,1
89482,ervilin,1.0,0,1
58716,mayelen,1.0,0,1
9497,benezoete,1.0,0,1
46986,juely,1.0,0,1
76187,suzara,1.0,0,1
51173,lavinha,1.0,0,1
43081,jesiene,1.0,0,1
84886,yorrane,1.0,0,1
67258,queili,1.0,0,1
81336,venilda,1.0,0,1
96177,eshili,1.0,0,1
57402,marineuma,1.0,0,1
92609,alorane,1.0,0,1
